tag,title
cricket/28,"
ফিরছেন সাকিব

 আপডেট  ২৮ অক্টোবর, ২০২০


ফিরছেন সাকিব
ক্রীড়া প্রতিবেদক হ
মাঝে আর মাত্র এক দিন। আগামীকাল থেকেই আইসিসির নিষেধাজ্ঞা থেকে মুক্ত হবেন বাংলাদেশের তারকা অলরাউন্ডার সাকিব আল হাসান। সবকিছু ঠিক...								.....বিস্তারিত

"
cricket/28,"
বাবা হলেন মেহেদী হাসান মিরাজ

 আপডেট  ১০ অক্টোবর, ২০২০


গত বছরের ২১ মার্চ খুলনা খালিশপুরের বেলাল হোসেনের মেয়ে রাবেয়া আক্তার প্রীতির সঙ্গে বিবাহ বন্ধনে আবদ্ধ হন জাতীয় দলের ঘূর্ণি জাদুকর মেহেদী হাসান মিরাজ। এবার...								.....বিস্তারিত

"
cricket/28,"
দ্রুতই মাঠে ফিরছেন মাশরাফি

 আপডেট  ০৭ অক্টোবর, ২০২০


জাতীয় দল, ‘এ’ দল ও হাইপারফরম্যান্স দল (এইচপি) নিয়ে আগামী ১১ অক্টোবর থেকে ৫০ ওভারের একটি সিরিজ আয়োজন করতে যাচ্ছে বাংলাদেশ ক্রিকেট বোর্ড (বিসিবি)। দীর্ঘদিন...								.....বিস্তারিত

"
cricket/28,"
পাকিস্তান সফরে যাবে চার বড় দল 

 আপডেট  ০৭ অক্টোবর, ২০২০


ভারতের বিপক্ষে দ্বিপাক্ষিক সিরিজ খেলার আশা ছেড়েই দিয়েছে পাকিস্তান ক্রিকেট বোর্ড (পিসিবি)। অন্তত মোদি সরকারের আমলে এই সিরিজ আয়োজন সম্ভব নয় বলেছেন পিসিবির প্রধান নির্বাহী...								.....বিস্তারিত

"
Information%20Technology/96,"
স্যামসাং গ্যালাক্সি নোট২০, গ্যালাক্সি নোট২০ আল্ট্রা ৫জির প্রি-অর্ডার শুরু

 আপডেট  ১১ আগস্ট, ২০২০


স্যামসাংয়ের গ্যালাক্সি নোট২০ ও গ্যালাক্সি নোট২০ আল্ট্রা ৫জির প্রি-অর্ডার শুরু হয়েছে। ইএমআই ও ক্যাশব্যাকসহ প্রি-অর্ডার অফার চলবে আগামী ৭ সেপ্টেম্বর পর্যন্ত।
স্যামসাংয়ের নোট সিরিজের ৬.৭...								.....বিস্তারিত

"
Information%20Technology/96,"
এখন উবার রাইডের পেমেন্ট করা যাবে বিকাশে

 আপডেট  ১১ আগস্ট, ২০২০


এখন থেকে রাইড শেয়ারিং সেবা উবারের পেমেন্ট বিকাশে পরিশোধ করতে পারবেন গ্রাহক। ফলে নগদ এবং ভাংতি টাকার ঝামেলা ছাড়াই রাইডের ভাড়া যাত্রীর বিকাশ একাউন্ট থেকে...								.....বিস্তারিত

"
Information%20Technology/96,"
এবার যুক্তরাষ্ট্রে নিষিদ্ধ হচ্ছে টিকটক

 আপডেট  ০১ আগস্ট, ২০২০


চীনা মালিকানায় থাকা ভিডিও শেয়ারিং অ্যাপ টিকটক নিষিদ্ধ করার ঘোষণা দিয়েছেন মার্কিন প্রেসিডেন্ট ডোনাল্ড ট্রাম্প।
স্থানীয় সময় শনিবার সকালে তিনি এ বিষয়ে একটি নির্বাহী আদেশে...								.....বিস্তারিত

"
Information%20Technology/96,"
অনলাইন পশুর হাটে ২৭ হাজার পশু বিক্রি

 আপডেট  ৩১ জুলাই, ২০২০


চলতি বছর রেকর্ডসংখ্যক ২৭ হাজার পশু অনলাইন পশুর হাটে বিক্রি হয়েছে। আজ শুক্রবার ঢাকা উত্তর সিটি করপোরেশন ও ই-কমার্স অ্যাসোসিয়েশন অব বাংলাদেশের যৌথ অনলাইন সংবাদ...								.....বিস্তারিত

"
Information%20Technology/96,"
জমে উঠেছে কোরবানির পশুর ডিজিটাল হাট 

 আপডেট  ২৭ জুলাই, ২০২০


রাজধানীতে কোরবানির পশুর হাটে এখনো বেচাকেনা শুরু না হলেও জমে উঠেছে ডিজিটাল হাট।
শুধুমাত্র সরকারি দু’টি ডিজিটাল প্লাটফর্মেই লক্ষাধিক পশু রেজিস্ট্রেশন হয়েছে বলে রোববার রাতে...								.....বিস্তারিত

"
Information%20Technology/96,"
কুমিল্লায় কোরবানী পশু অনলাইনে বেচাকেনায় চালু হচ্ছে অ্যাপস

 আপডেট  ১৪ জুলাই, ২০২০


কোরবানী পশু বেচাকেনায় কুমিল্লার খামারীরা পাবেন অনলাইন সুবিধা। করোনা প্রাদুর্ভাবে পশুর হাট বসা নিয়ে শঙ্কার মাঝে এ যেন খুশীর বার্তা। জেলা প্রশাসন ও জেলা প্রাণী...								.....বিস্তারিত

"
Information%20Technology/96,"
ভার্চুয়াল মুদ্রার দিকে মনযোগী হতে হবে: পলক

 আপডেট  ১৩ জুলাই, ২০২০


তথ্য ও যোগাযোগ প্রযুক্তি প্রতিমন্ত্রী জুনায়েদ আহমেদ পলক রবিবার বলেছেন, ‘পরিবর্তিত নতুন সময়ে ভার্চুয়াল মুদ্রার দিকে আমাদের মনযোগী হতে হবে।’
তিনি আরও বলেন, ‘বিটকয়েন এর...								.....বিস্তারিত

"
Information%20Technology/96,"
ইন্টারনেটকে ‘মৌলিক অধিকার’ হিসেবে প্রতিষ্ঠিত করা সময়ের দাবি: মোস্তাফা জব্বার

 আপডেট  ০৭ জুলাই, ২০২০


ডাক ও টেলিযোগাযোগ মন্ত্রী মোস্তাফা জব্বার বলেছেন, চতুর্থ শিল্প বিপ্লবের চ্যালেঞ্জ মোকাবেলায় ইন্টারনেটকে ‘মৌলিক অধিকার’ হিসেবে প্রতিষ্ঠিত করার বিষয়টি সময়ের দাবি।
তিনি বলেন সকলের জন্য...								.....বিস্তারিত

"
social%20media/95,"
৪২ কোটি ফেসবুক ব্যবহারকারীর ফোন নম্বর ফাঁস

 আপডেট  ০৫ সেপ্টেম্বর, ২০১৯


কেলেঙ্কারি থেকে বেরই হতে পারছে না ফেসবুক। একের পর এক তথ্য চুরি এবং ফাঁসের ঘটনায় বিশ্বের সবচেয়ে বড় সামাজিক যোগাযোগ মাধ্যমটি যখন কোণঠাসা তখন আবারও...								.....বিস্তারিত

"
social%20media/95,"
লাইক সংখ্যা লুকোতে যাচ্ছে ফেসবুক

 আপডেট  ০৪ সেপ্টেম্বর, ২০১৯


ফেসবুকের পোস্টে লাইক সংখ্যা দেখানো বন্ধ করতে যাচ্ছে ফেসবুক কর্তৃপক্ষ। ফিচারটি চালু করা হলে পোস্টদাতা ছাড়া অন্য কেউ ওই পোস্টের লাইক সংখ্যা দেখতে পাবেন না।...								.....বিস্তারিত

"
social%20media/95,"
সোশ্যাল মিডিয়ায় যা খুশি করার দিন শেষ : মোস্তাফা জব্বার

 আপডেট  ৩০ জুন, ২০১৯


ডাক ও টেলিযোগাযোগমন্ত্রী মোস্তাফা জব্বার জানিয়েছেন, সোশ্যাল মিডিয়ায় গুজবসহ যেকোনো তথ্য নিয়ন্ত্রণের সক্ষমতা সরকার আগামী সেপ্টেম্বরেই অর্জন করতে যাচ্ছে। ফেসবুক, ইউটিউবসহ সোশ্যাল মিডিয়ায় গুজব ছড়ানো...								.....বিস্তারিত

"
social%20media/95,"
আত্মহত্যা ঠেকাতে ব্যবহার হবে সোশ্যাল মিডিয়ার তথ্য

 আপডেট  ১০ জুন, ২০১৯


শিক্ষার্থীদের মধ্যে কার মানসিক অবস্থা খারাপ তা শনাক্ত করে আত্মহত্যা প্রতিরোধের পদক্ষেপ নিয়েছে যুক্তরাজ্যের নর্দামব্রিয়া বিশ্ববিদ্যালয়। এই প্রকল্পের নাম দেওয়া হয়েছে আর্লি অ্যালার্ট টুল।
এর...								.....বিস্তারিত

"
social%20media/95,"
ফেসবুকের ক্রিপ্টোকারেন্সি আসছে চলতি মাসেই

 আপডেট  ০৯ জুন, ২০১৯


নিজস্ব ক্রিপ্টোকারেন্সি চালু করতে যাচ্ছে সামাজিক যোগাযোগ মাধ্যম ফেসবুক-এমন খবর বেশ পুরোনো। এবার জানা গেল ফেসবুকের এ মুদ্রাব্যবস্থা চালু হচ্ছে চলতি মাসেই। এ মাসের শেষের...								.....বিস্তারিত

"
social%20media/95,"
সাধারণ সভায় প্রত্যাখ্যাত শেয়ারহোল্ডারদের প্রস্তাব

 আপডেট  ০২ জুন, ২০১৯


বিভিন্ন বিষয়ে সাম্প্রতিক সময়ে বেশ চাপের মধ্যে রয়েছে সামাজিক যোগাযোগমাধ্যম ফেসবুক। এর মধ্যেই ফেসবুককে ভেঙে দেওয়ার প্রস্তাবও এসেছিল। তবে ফেসবুক ভেঙে দেওয়ার প্রস্তাব প্রত্যাখ্যান করেছিলেন...								.....বিস্তারিত

"
social%20media/95,"
সামাজিক যোগাযোগমাধ্যম ব্যবহারে যত ভুল

 আপডেট  ২৮ মে, ২০১৯


প্রযুক্তি আমাদের জীবনকে যেমন সহজ করেছে, তেমনি করেছে যান্ত্রিক। প্রযুক্তির উৎকর্ষতার কারণে বন্ধু কিংবা প্রিয়জনদের সঙ্গে যোগাযোগের বিষয়টি হয়েছে আরো সহজ। যোগাযোগের কাজটি আরো সহজ...								.....বিস্তারিত

"
social%20media/95,"
ফেসবুক কি ভাঙছে?

 আপডেট  ২৬ মে, ২০১৯


হোয়াটসঅ্যাপ, ফেসবুক এবং ইনস্টাগ্রাম-তিনটি প্রতিষ্ঠানই ফেসবুকের মালিকানাধীন। এই কোম্পানির সিইও মার্ক জাকারবার্গ সবচেয়ে বেশি ক্ষমতাধর। বিশ্লেষকরা বলছেন, প্রতিষ্ঠান তিনটি আলাদা হওয়া উচিত। শুধু তা-ই নয়,...								.....বিস্তারিত

"
opinion/6,"
বেগমপাড়ার সাহেবদের নেপথ্যের কথা

 আপডেট  ০৫ ডিসেম্বর, ২০২০


সাম্প্রতিক সময়ে বেগমপাড়া শব্দটি বেশ আলোচিত। সুদূর কানাডায় বাংলাদেশের কিছু ব্যক্তির স্ত্রীদের নামে বাড়ি কিনে সেকেন্ড হোম গড়ার খবর সবার মুখে মুখে। কতগুলো বাড়ি সেখানে...								.....বিস্তারিত

"
opinion/6,"
মিয়ানমারের দো-আঁশলা গণতন্ত্র ও রোহিঙ্গা সংকট

 আপডেট  ০৪ ডিসেম্বর, ২০২০


হাফিজুর রহমান
 
 
মিয়ানমারের রাজনীতিতে উর্দিপরা জেনারেলদের হস্তক্ষেপের ইতিহাস দীর্ঘ। দেশটিতে গণতন্ত্রের সংকট ও বছরের পর বছর সামরিক শাসনের জাঁতাকলে পিষ্ট করে রেখেছিল সেনাবাহিনী।...								.....বিস্তারিত

"
opinion/6,"
জলবায়ু পরিবর্তন : দুর্যোগে বেশি ক্ষতিগ্রস্ত নারী

 আপডেট  ০৪ ডিসেম্বর, ২০২০


এমরানা আহমেদ
 
জলবায়ু পরিবর্তনের কারণে নারী-পুরুষ উভয়ের জীবনই ক্ষতিগ্র্রস্ত হয়, তবে নারীরা পুরুষদের তুলনায় বেশি ক্ষতিগ্র্রস্ত হন। নারীরা এমনিতেই অরক্ষিত থাকেন। যে-কোনো প্রাকৃতিক দুর্যোগের...								.....বিস্তারিত

"
opinion/6,"
শিক্ষার্থীদের মধ্যে মূল্যবোধ গড়ে তুলতে হবে

 আপডেট  ০৩ ডিসেম্বর, ২০২০


মাহবুবউদ্দিন চৌধুরী
 
 
 
দেশে হিংসা, বিদ্বেষ, মারামারি, কাটাকাটি, ঝগড়া-বিবাদ, অহংকার, অহমিকা, ক্ষমতার দাপট, সর্বত্র আচরণবিধি লঙ্ঘন, বিবেক ও মূল্যবোধের অভাব ইত্যাদি দেখে দেখে...								.....বিস্তারিত

"
opinion/6,"
প্রসঙ্গ যখন বাংলাদেশ

 আপডেট  ০৩ ডিসেম্বর, ২০২০


আর কে চৌধুরী
 
জাতিসংঘের মাদক ও অপরাধ দপ্তরের (ইউনিডক) ২০১৮ সালের মানব পাচারবিষয়ক বৈশ্বিক প্রতিবেদনে বলা হয়েছে, পশ্চিম ও দক্ষিণ ইউরোপের বিভিন্ন স্থানে দক্ষিণ...								.....বিস্তারিত

"
opinion/6,"
রাশিয়ায় টিকাদান শুরুর নির্দেশ পুতিনের

 আপডেট  ০৩ ডিসেম্বর, ২০২০


আগামী সপ্তাহের মধ্যেই রাশিয়াজুড়ে বড় পরিসরে করোনার টিকা প্রয়োগ শুরুর নির্দেশনা দিয়েছেন দেশটির প্রেসিডেন্ট ভ্লাদিমির পুতিন। একই সঙ্গে তিনি বলেছেন, স্পুটনিক ভি টিকা প্রয়োগের ক্ষেত্রে...								.....বিস্তারিত

"
opinion/6,"
শঙ্কা নয়, সচেতনতা জরুরি

 আপডেট  ০৩ ডিসেম্বর, ২০২০


করোনাভাইরাসের দ্বিতীয় ঢেউ সামাল দিতে ব্যাপকহারে টেস্ট বাড়ানোর পরামর্শ দিয়েছেন জনস্বাস্থ্য বিশেষজ্ঞরা। আর সেক্ষেত্রে অ্যান্টিজেনভিত্তিক র‍্যাপিড টেস্ট কিটের ব্যবহার শুরু করা যেতে পারে বলে মত...								.....বিস্তারিত

"
opinion/6,"
ধর্মকেন্দ্রিক বিবাদ

 আপডেট  ০২ ডিসেম্বর, ২০২০


সমাজে বেড়ে চলেছে ধর্মকেন্দ্রিক সহিংসতা, সৃষ্টি হচ্ছে বিভেদ। ধর্ম নিয়ে বাড়াবাড়ি, বিতর্ক এবং নিজ ধর্ম বিশ্বাস অন্যের ওপর চাপিয়ে দেওয়া কোনো ধর্মই সমর্থন করে না।...								.....বিস্তারিত

"
rangamela/10,"
নোবেলের ‘অভিনয়’

 আপডেট  ১৮ নভেম্বর, ২০২০


নতুন মৌলিক গান নিয়ে হাজির হলেন সংগীতশিল্পী নোবেল। ‘অভিনয়’ শিরোনামের গানটি লিখেছেন আহমেদ রিজভী। সুর করেছেন আহমেদ হুমায়ূন। গানটির ভিডিও নির্মাণ করেছেন করেছেন শাহরিয়ার পলক।...								.....বিস্তারিত

"
rangamela/10,"
শুভ জন্মদিন রুনা লায়লা

 আপডেট  ১৭ নভেম্বর, ২০২০


উপমহাদেশের প্রখ্যাত গায়িকা রুনা লায়লার জন্মদিন আজ। পাঁচ দশকের দীর্ঘ সংগীত জীবনে ১৮টি ভাষায় ১০ হাজারেরও বেশি গান করেছেন ‘দমাদম মাস্ত কালান্দার’ খ্যাত এই গুণী...								.....বিস্তারিত

"
rangamela/10,"
বন্ধুত্বের গল্প নিয়ে নাটক

 আপডেট  ১৬ নভেম্বর, ২০২০


মানব সভ্যতায় বন্ধুত্ব, প্রেম, ভালোলাগা কিংবা ভালোবাসা সবকিছুই আত্মিক বিষয়। তিনজন ভালো বন্ধুর মাঝে ভালোলাগা বা ভালোবাসার অনুপ্রবেশ ঘটায় শেষটা হতেও পারে মর্মান্তিক, বিলীন হয়ে...								.....বিস্তারিত

"
rangamela/10,"
বিচ্ছেদ নিয়ে উচ্ছ্বসিত মাইলি সাইরাস

 আপডেট  ১২ নভেম্বর, ২০২০


ক্যারিয়ারে সব সময়ই সফলতার ডানায় উড়েছেন মাইলি সাইরাস। একই সঙ্গে অভিনেত্রী এবং গায়িকা তিনি। তবে গায়িকা হিসেবেই বিশ্বজুড়ে বেশি আলোচিত এ তারকা। বেশ কয়েক বছর...								.....বিস্তারিত

"
rangamela/10,"
‘নকশিকাঁথার জমিন’-এ রাহেলারূপে জয়া

 আপডেট  ১২ নভেম্বর, ২০২০


করোনাকালীন এই অসময়েও অনেকে ঘরে বসে নেই। কাজ করে চলেছেন নিভৃতে, স্বাস্থ্যবিধি মেনেই। তেমনি দু-দুটি সিনেমার শুটিং শেষ করেছেন দুই বাংলার নন্দিত অভিনেত্রী জয়া আহসান।...								.....বিস্তারিত

"
rangamela/10,"
‘আমি দর্শকের কাছে কৃতজ্ঞ’

 আপডেট  ১১ নভেম্বর, ২০২০


নাদিয়া আহমেদ। ছোট পর্দার এ সময়ের ব্যস্ত অভিনেত্রী। একক নাটকের পাশাপাশি ধারাবাহিকেও তাকে নিয়মিত পাওয়া যায়। নৃত্যশিল্পী হিসেবেও তার সুখ্যাতি রয়েছে।
বর্তমান ব্যস্ততা সম্পর্কে নাদিয়া...								.....বিস্তারিত

"
rangamela/10,"
‘রাত জাগা ফুল’-এর প্রতীক্ষায় মীর সাব্বির

 আপডেট  ১১ নভেম্বর, ২০২০


বাংলাদেশের টিভি চ্যানেলের অন্যতম জনপ্রিয় অভিনেতা ও নির্মাতা মীর সাব্বির। অসংখ্য টিভি নাটক টেলিফিল্মে বৈচিত্র্যময় চরিত্রে অভিনয় করে একজন মেধাবী অভিনেতা হিসেবে নিজেকে প্রমাণ করেছেন।...								.....বিস্তারিত

"
rangamela/10,"
মঞ্চে ফিরছেন আবুল হায়াত

 আপডেট  ০৫ নভেম্বর, ২০২০


মঞ্চ ছেড়েছেন অনেক আগেই। এখন তেমন একটা নাটকেও অভিনয় করেন না। কিন্তু দীর্ঘদিন পর মঞ্চে আবার ফিরছেন তিনি। বলছি আবুল হায়াতের কথা।
তারুণ্যনির্ভর নাট্যদল ‘অনুস্বর’...								.....বিস্তারিত

"
Education/66,"
ডিজিটাল আইনে গ্রেপ্তার রাবি সাংবাদিক বাপ্পীর মুক্তি দাবি

 আপডেট  ১৫ নভেম্বর, ২০২০


তথ্য ও প্রযুক্তি আইনে রাজশাহী বিশ্ববিদ্যালয়ের (রাবি) এক শিক্ষকের দায়ের করা মামলায় গ্রেপ্তার দৈনিক যুগান্তরের বিশ্ববিদ্যালয় প্রতিনিধি মানিক রাইহান বাপ্পীকে আদালতের মাধ্যমে কারাগারে পাঠানোর ঘটনায়...								.....বিস্তারিত

"
Education/66,"
চূড়ান্ত পরীক্ষার দাবিতে জাবির চতুর্থ বর্ষের মানববন্ধন 

 আপডেট  ১৩ নভেম্বর, ২০২০


চতুর্থ বর্ষের স্নাতক (সম্মান) চূড়ান্ত পরীক্ষা গ্রহণের দাবিতে মানববন্ধন করেছে জাহাঙ্গীরনগর বিশ্ববিদ্যালয়ের চতুর্থ বর্ষের (৪৫তম ব্যাচ) শির্ক্ষার্থীরা।  
গতকাল বৃহস্পতিবার (১২ নভেম্বর) বেলা ১১টায় বিশ্ববিদ্যালয়ের নতুন...								.....বিস্তারিত

"
Education/66,"
ফের বাড়লো শিক্ষাপ্রতিষ্ঠানের ছুটি

 আপডেট  ১২ নভেম্বর, ২০২০


বিশ্বব্যাপী মহামারি করোনার কারণে দেশের সকল শিক্ষাপ্রতিষ্ঠানের চলমান ছুটি আগামী ১৯ ডিসেম্বর ২০২০ তারিখ পর্যন্ত বাড়ানো হয়েছে।
আজ বৃহস্পতিবার শিক্ষা মন্ত্রণালয়ের তথ্য ও জনসংযোগ কর্মকর্তা...								.....বিস্তারিত

"
Education/66,"
স্কুল-কলেজে ভর্তির তোড়জোড় নেই

 আপডেট  ০৬ নভেম্বর, ২০২০


করোনাভাইরাস সংক্রমণের কারণে রাজধানীর স্কুল-কলেজে ২০২১ সালের শিক্ষার্থী ভর্তির বিষয়ে কোনো তোড়জোড় নেই। প্রতি বছর এ সময়ে ভর্তির জন্য বিজ্ঞপ্তি দেওয়া হলেও এখন পর্যন্ত প্রস্তুতি...								.....বিস্তারিত

"
Education/66,"
রাবির সাবেক ভিসি অধ্যাপক আলতাফ হোসেন আর নেই

 আপডেট  ০৫ নভেম্বর, ২০২০


রাজশাহী বিশ্ববিদ্যালয়ের (রাবি) সাবেক ভিসি ও প্রাণিবিদ্যা বিভাগের অধ্যাপক ড. মো. আলতাফ হোসেন ইন্তেকাল করেছেন। বৃহস্পতিবার সকালে নিজ বাস ভবনে শেষ নিশ্বাস ত্যাগ করেন তিনি...								.....বিস্তারিত

"
Education/66,"
ইবি’র জিয়া হলে চুরি : নিরাপত্তা নিয়ে সংশয়

 আপডেট  ০৩ নভেম্বর, ২০২০


ইসলামী বিশ্ববিদ্যালয়ের (ইবি) শহীদ জিয়াউর রহমান হলে চুরির ঘটনা ঘটেছে। হলের দক্ষিণ ব্লকের ১২০ নম্বর কক্ষের বেলকনির গ্রিল কেটে চুরির ঘটনা ঘটেছে বলে সোমবার ভুক্তভোগী...								.....বিস্তারিত

"
Education/66,"
বেসরকারি বিশ্ববিদ্যালয়ে ক্লাস-পরীক্ষা সাত শর্তে

 আপডেট  ০৩ নভেম্বর, ২০২০


করোনার মধ্যেও বেসরকারি বিশ্ববিদ্যালয়ে ব্যবহারিক ক্লাস ও পরীক্ষা নেওয়া যাবে। তবে এজন্য মানতে হবে সাতটি শর্ত, যার একটি হলো শিক্ষার্থী, শিক্ষক ও কর্মকর্তা-কর্মচারী করোনায় আক্রান্ত...								.....বিস্তারিত

"
Education/66,"
ভর্তি পরীক্ষা নিয়ে এখনো কোন সিদ্ধান্ত নেয়নি কুবি

 আপডেট  ০১ নভেম্বর, ২০২০


কুমিল্লা বিশ্ববিদ্যালয়ের ২০২০-২১ শিক্ষাবর্ষের স্নাতক/সম্মান শ্রেণির ভর্তি পরীক্ষার বিষয়ে এখনও কোন সিদ্ধান্ত নেয়নি বিশ্ববিদ্যালয় প্রশাসন।
গতকাল শনিবার (৩০ অক্টোবর) সন্ধ্যায় বিষয়টি নিশ্চিত করেন বিশ্ববিদ্যালয়ের উপাচার্য...								.....বিস্তারিত

"
football/27,"
৫ বছর পর নেপালকে হারাল বাংলাদেশ

 আপডেট  ১৩ নভেম্বর, ২০২০


মুজিব বর্ষ ফিফা আন্তর্জাতিক প্রীতি ফুটবল সিরিজের প্রথম ম্যাচে সফরকারী নেপালের বিপক্ষে ২-০ গোলে জয়ী হয়েছে স্বাগিতক বাংলাদেশ। আজ বঙ্গবন্ধু জাতীয় স্টেডিয়ামে অনুষ্ঠিত ম্যাচের দুই...								.....বিস্তারিত

"
football/27,"
বার্সা সভাপতি বার্তোমেউর পদত্যাগ

 আপডেট  ২৮ অক্টোবর, ২০২০


নানামুখী চাপ ও সমালোচনার মুখে অবশেষে পদত্যাগ করলেন স্প্যানিশ ক্লাব বার্সেলোনার বোর্ড সভাপতি জোসেপ মারিয়া বার্তোমেউ। তার সঙ্গে সরে দাঁড়িয়েছেন ক্লাবটির পরিচালকরাও।
স্পেনের স্থানীয় সময়...								.....বিস্তারিত

"
